Video Kaynağı,Yorum ID,Üst Yorum ID,Yorum Yapan Kişi,Yanıtlanan Kişi,Yorum Metni,Beğeni Sayısı,Tarih,Yanıt Mı?
https://www.youtube.com/watch?v=VAO5geOPUwI,UgyvVVQ8RbigQ9QvSxd4AaABAg,,@Elaxwq-wsqe,,"Acık mutfak, emre, gelen konuklar safe place hissettiriyor iyi ki sizz",2,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,Ugx4Tt2RI6_IRlChHft4AaABAg,,@HerhangiBiri-b5d,,Bu mutfakta arabaşı çorbası bile yapıldı star inciye neden tiramusu yapilmiyor,14,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgxnVwXapaGJRxXHNMh4AaABAg.AWBnMYeacZiAWCAhNxf9qc,Ugx4Tt2RI6_IRlChHft4AaABAg,@AskaOrucova-x7g,@HerhangiBiri-b5d,Evettt bende istiyorummm ama gelmek bilmiyor😅,2,6 gün önce,Evet
https://www.youtube.com/watch?v=VAO5geOPUwI,Ugw8c1g5ZyTH6QJ0B014AaABAg,,@dumanyakkemo,,Şu günlerde az da olsa acımızı dindirecek kadar bizi güldüren iki kanaldan birisi burası. Aile sıcaklığına kadar her şey var ✨ Umarım ara daha çok açılmadan yeni videolar gelir 🌹,1,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgxbENvp42XxPgU_rWJ4AaABAg,,@sultan_jjd,,Atakan Celik hem muhabbeti hemde sakalari ile cok keyiflendirdi mutfaği. Cemile Atakan ve bu beyazli cocuk çok IYII ollduuu. Video çok sariyor.,2,5 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgzGu_UpdwosafIRiHZ4AaABAg,,@ryeounfc,,"Yıllardır Atakan abinin gelmesini bekliyordum yanında Cemile ablada gelmiş,e benden mutlusu varmı şimdi ❤❤❤❤❤",3,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgxpEucjA14eDitrmkd4AaABAg,,@AyselQazixanova,,Atakan tencere çiziliyor deyince Tarığın çıkması çok komik😂😂😂😂 😂,12,6 gün önce (düzenlendi),Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgyaSweunxQk43qYHuV4AaABAg,,@mustafadag4293,,Açık mutfak profesyonelleşmeye mi başladı? Gıda mühendisleri falan da katılıyor artık videolara,13,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,Ugyf3fOD-QBkVm_-TfB4AaABAg,,@gamze09806,,Ben anlamadım sınav daha olmadı ya inci nasıl kazandı,8,5 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgwUGXl94Q1ESuGlYix4AaABAg,,@dilarosra,,En güzel bölüm falan olabilir feci eğlendim. İzlerken babam odama geldi kilitlendi ekrana izledik sırıta sırıta. ❤,2,6 gün önce (düzenlendi),Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,Ugyy53Du4yTYMpazMXd4AaABAg,,@cancikceydafan,,bir yozgatlı olarak bunu begendim 😻,7,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgxNzfO-ub2T-Q0lvaN4AaABAg,,@minisincap0,,"Çeşme suyunun içilebildiği yerde marketten alınan su hazır sudur bu arada, çok da yaygın kullanılır bu tabir.",3,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgyJAp25Fv7V0LVEUid4AaABAg,,@busra13196,,Bu gözler @Yesimdursuun'u aradı 👀 artık hep gelebilir mi nolur gelsin çünküü 🥲,5,5 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgzPOUYEwTpVSLiiGNh4AaABAg,,@Burkilos,,Cemilenin harikalığı annesinden geliyor resmen 🩶,2,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgzkmxJqLacW5Dcf6nl4AaABAg,,@sadecemeyra,,DUZENLİ GELİYO DEMEYİN NAZAR DEYİYOR SJDBDHDGDG,12,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgzN1xFD33UtNRBC0mx4AaABAg,,@dumanyakkemo,,Aman Allahım bu gözler aylar sonra açık mutfak videosu gördü,2,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,Ugybf2DHyHqiTMYSTiZ4AaABAg,,@Çghb-fannnn,,27:53 Cemile’nin tikiyle oynamaları 😂😂😂😂,8,6 gün önce (düzenlendi),Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgynDhVOZR3uW0nc1v94AaABAg,,@hulyaozdemir3100,,"Ben gıda mühendisiyim, ara aşı dediysem ara aşı😄",0,13 dakika önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgxZN1KzxJgTzsBVU0x4AaABAg,,@aykutkurt-fn5hv,,13:43 başlayan düet ve sondaki espiri beni benden aldı 😁😁,2,5 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgwPgeqDSJcShMOo4Jd4AaABAg,,@feyzanur4055,,Çok tatlıydı uzun zaman sonra hiçbir şey yapmadan kitlenip izlememiştim güzel geldi,0,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgwpmImqNqFv-ozXXYx4AaABAg,,@osmanokur8983,,Atakan ile Emreden bi düet gelmez mi beeeee şaka maka düşünülmeli benceee beyleer,2,4 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgyQMaiTNylSgZTc4Wh4AaABAg,,@hayriyebaktagec8735,,Yemin ederim moralim bozuktu taki bu haberi alana kadar çok seviyorum sizi,2,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgyIMsKZmhKFLsSc6gZ4AaABAg,,@Beyazgüneş-z1n,,"Bir yozgatlı olarak arabaşını saklanıp da milletin ""ara ara"" bulmaya çalıştığı aş olarak anlatacağım bundan sonra.",7,5 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgxcSpB6MDrQTCJTmS14AaABAg,,@iigsishdid,,Abi bunu o kadar samimiyetimle söylüyorum ki o kadar iyi bir insanmış gibi geliyorsun ki inşallah öylesindir. Ailen falan o kadar güzel ki anlatamam anneni çok tanımak isterdim(ayva anisindan sonra gelen istek),0,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,Ugy214iOSVnAGruGQ9x4AaABAg,,@a.kadirakdas8825,,Oh be nihayet açık mutfak.  Yeni kanal hayırlı olsun destekliyoruz CEMİLE ve ATAKAN,4,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgzEHu9c5_T1wZk1LYx4AaABAg,,@Buğlemserra-h1p,,Yozgatlıyım  ve çok güzel yaparız hamura göre yutma kolaylığı artar😊,1,19 saat önce (düzenlendi),Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,Ugzc9-060b3axbdacO94AaABAg,,@SpiderwomanlaÖneri,,Yalnız gökalp abinin editörlük fena araya serpistirmis ifsalari,8,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,Ugy_a6VNtpsimckZDiZ4AaABAg,,@eliff3434,,Oooo ilk defa Atakan ve tekrardan Cemile ekip perfect 🤩,4,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgzGU3tAdZv9yTnl--N4AaABAg,,@Sümeyye_song_lover,,Videoyu açar açmaz güzel olacağını hissettim,6,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgzXbMaZeRXfpIvUw8R4AaABAg,,@elifinan1718,,Tebrik ediyorum yaa sizi Arabaşının karamandan çıkmış olduğunu söylediğiz için gurur duydum bir Karamanlı olarak ve sizler harikasınız 🤩,1,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,Ugw0YdrjI93B734ZUMJ4AaABAg,,@Mizahistan98,,Çghb kapanırsa buradan yürürsünüz kral 1. kuşak zamanında Youtube yoktu şuan sizin böyle bir şansız var iyi değerlendirin derim😅,4,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgxsIUJhLnCBNUgnJEl4AaABAg,,@tangledpage6728,,"Daha sık açık mutfak gelmeli yaa. Her bölümde o kadar keyif alıyorum kii❤ Açık mutfak sohbetleri sarıyo, sanki orada annenle babanın yanında bir sandalyede oturmuş izliyorum gibi hissediyorum",0,5 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,Ugxnf41Gwc1dwgmuzHZ4AaABAg,,@İdil-h3m,,"Özlemişiz 🎉🎉
Keşke incide olsaymış",3,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,Ugy3Gz1VDfKKcvTxQid4AaABAg,,@berdeberde738,,Daha şimdi Atakan abi ve Cemile ablanın yeni kanalını izliyodum çoook mutlu oldumm,2,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgxrwhOaExVa64ER4Hd4AaABAg,,@Dizophrens,,21:08 gülmekten karnım ağrıdı abi hiç beklemediğim anda,2,6 gün önce (düzenlendi),Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgxrX9Yl_olfM4Qt1hp4AaABAg,,@hebadler2354,,Abi açık mutfak şu hayataki yorgunluk üzerine çok sıcak bir günde soğuk bir su içmek kadar iyi ve rahatlatıcı bir şey 👏🏻👏🏻👏🏻,1,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,Ugy7z4JC9C4onT0b75N4AaABAg,,@FidanHumbatova-g2j,,22:55 reklam girdi n’oluyo lan dedim 😂😂😂😂😂😂😂,16,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgxZf2-aF4_fNmkwcuN4AaABAg,,@jisoo-o-c7b,,Abi ben yozgatlıyımm ve en sevdiğim çorba arabaşı. Yozgat'ta hep arabaşı yiyoruz abiiiiii❤❤❤❤❤🎉,1,18 saat önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,Ugy9rAV9KFUs6lUQztB4AaABAg,,@laviniayokartik,,"1:33 
Ben çok yorgunum(çok turne yapıyoruz) JSEOMWOWLWOW",5,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,Ugybkt-ZAaF7ZwVCB1h4AaABAg,,@Samiragamze,,Görl işi diyen atakan abinin pembe corapları geldi aklıma jsjsjsjjsj cok komik bir insan yaa,1,3 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,Ugz5ms9mtKrDtzvvl7F4AaABAg,,@zrbsr0,,"40:36 “Analar taş yesin yarım yarım beş yesin.”
-Tuğba Yılmaz’ın annesi",2,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgwPZixFOy2lkkuDY9Z4AaABAg,,@Böylebihayathayaletmemistim,,Cemile dünyanın en tatlı ve en komik kadınlarından biri… bayılıyorum ona. Atakan da çok yetenekli çok yönlü bir insan. İzlemek çok keyifli.,0,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgwNCMIhTeMPx2H8y3N4AaABAg,,@Fdisml,,Cemilenin boyunun bu kadar uzun olduğunu tahmin etmemişdim,4,4 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,Ugy7z4JC9C4onT0b75N4AaABAg.AWBxfLgkcxHAWCBSwXs5Ks,UgwNCMIhTeMPx2H8y3N4AaABAg,@XədicəZeyn,@Fdisml,Tapdım axırki bayaqdan səni axtarıram😂😂😂,2,6 gün önce,Evet
https://www.youtube.com/watch?v=VAO5geOPUwI,Ugy7z4JC9C4onT0b75N4AaABAg.AWBxfLgkcxHAWCBZdT5EWT,UgwNCMIhTeMPx2H8y3N4AaABAg,@DamlaHüseynova-o5z,@Fdisml,​@xədicəZeyn+1,2,6 gün önce,Evet
https://www.youtube.com/watch?v=VAO5geOPUwI,Ugy7z4JC9C4onT0b75N4AaABAg.AWBxfLgkcxHAWCBrXIu9pQ,UgwNCMIhTeMPx2H8y3N4AaABAg,@FidanHumbatova-g2j,@Fdisml,@XədicəZeynADAMSIN ADAAAAM❤,1,6 gün önce,Evet
https://www.youtube.com/watch?v=VAO5geOPUwI,Ugy7z4JC9C4onT0b75N4AaABAg.AWBxfLgkcxHAWCB_GRH392,UgwNCMIhTeMPx2H8y3N4AaABAg,@DamlaHüseynova-o5z,@Fdisml,+1,1,6 gün önce,Evet
https://www.youtube.com/watch?v=VAO5geOPUwI,Ugy7z4JC9C4onT0b75N4AaABAg.AWBxfLgkcxHAWCBv2cDV36,UgwNCMIhTeMPx2H8y3N4AaABAg,@FidanHumbatova-g2j,@Fdisml, @DamlaHüseynova-o5z Efraim 1mi 2mi😂😂😂😂,1,6 gün önce,Evet
https://www.youtube.com/watch?v=VAO5geOPUwI,UgzA4oIEaEtIKGn_G_R4AaABAg,,@RabiaBeştaş-g4q,,Keyfim anında yerine getirdi bu video daha çok video gelsinnnn,1,5 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgwkEhquWDS9T0tS7gB4AaABAg,,@Meliysas,,41:17 ayy cemile iyi ki geldin sen olmasan aç kalırdık(aç kaldık),2,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,Ugw0Yi6xzaqrboOBVTl4AaABAg,,@Zeynep2623,,Çok güzel bi bölümdü nasıl bitti anlamadım atakanla cemilenim enerjisine bayılıyorum e bi de emremiz de olunca harika olmuş,1,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgwQUKkR9Uu7Y4vKvqB4AaABAg,,@aysenurege7577,,her anı çok komikti ama 13:09 o ditti ne ya 😂😂😂😂,2,4 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgxQHk1FMOOPUHDsakB4AaABAg,,@black_swan7414,,Atakan ve Cemile ikilisini konuk gördüğüm an geldim enerjileri süper Emre zaten girdiği ortamı neşelendiriyor üçü birlikte çok iyi olmuş,0,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,Ugy41SAsZ04OxcxXSYp4AaABAg,,@AsyaxÇghb2,,TEBRİKLER İNCİİİİ❤❤❤,4,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgyvR0a9F1MvO3pmKnd4AaABAg,,@1iamahmet35,,Hamurundan ziyade arabaşı çorbası müthiş  lezzetli bisi,1,1 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgyjXwqGiucdoGooAMZ4AaABAg,,@Solindevin88,,Sınav dönemde gerçekten yüzümü güldüren bu koca yürekli üçlü en çok alkışı hakedenler bence,26,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgzBNKLwb6HNaVK4Yl14AaABAg,,@zeynnur8576,,O kadar seyir zevki veriyor ki. Keşke ÇGHB de skeci olsa harika olur yaaa,1,5 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,Ugw1LAdfuF0rPiwwcg54AaABAg,,@sevinbagerpour,,"Bir hafta önce ❌️
Bir Asır önce ✅️",5,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgxF7AjHBr4Uh15SF8Z4AaABAg,,@Selenaksa-u5d,,"Atakan Abi o kadar eğlenceli  kiii 
çghde sohbetini izlemekten en keyif aldığım eğlendiğim özellikle ilk Emre tabii ki sonrası
Tuğba Yeşim 
Atakan ve Cemilee ileride böyle bir arkadaş grubum olsun isterim",1,5 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgyUDzgiLC_j0Io_fYZ4AaABAg,,@NehirAydn-sy9wh,,İncinin ameliyat izlemeye gittiği günden bu günlere🥹 hayırlı olsun Star İnciii❤,4,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgxTjnCzm6yUReh5JgF4AaABAg,,@zl3380,,Arabaşı beklemiyordum da çok severim arabaşı... ahhh.,0,5 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgyF5xgsmOXvkEp6owh4AaABAg,,@yaren8989-p6p,,inci nasil yksye girmeden doktor oldu,21,5 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgzR4Ds3Bc_vFhYDYWZ4AaABAg,,@NazarMalgaz,,Az önce hoşlandığım çocuktan red yedim iyi hissedebilmek adına buraya geldim çok güldüm gerçekten çok iyi geldi teşekkür ederiz,1,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgzbZZyFuV7O6nSvlLd4AaABAg,,@beydaaa1315,,29:35 hazır su tabirini biz çok kullanırız bu arada,23,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgwSvurhQWOdNyYWUMF4AaABAg,,@Hamdiye-j1b,,en sakin açık mutfak bölümüydü,2,5 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgwBppwm5srzYPtIKHh4AaABAg,,@haffsa_1,,sımdıden bıtıcek dıye korktum sanırım,4,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgwGMX_YSljOG2iZ8oF4AaABAg,,@liyosucuk,,Sonunda abi ya 🥲 1 hafta sonra tekrar video gelsin lütfen.,1,5 gün önce (düzenlendi),Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgxVeNz_ZIuEoZwMhHh4AaABAg,,@birvlogizleyicisi,,Nooluuurrrr no:304 youtube a gelsinnnn😭😭,4,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgyF5xgsmOXvkEp6owh4AaABAg.AWEMP4i3_6AAWGiQnwoX01,UgxVeNz_ZIuEoZwMhHh4AaABAg,@Nörocukız,@birvlogizleyicisi,Ben de bu yorumu arıyordum belki yurt dışında kazanmıştır,3,4 gün önce,Evet
https://www.youtube.com/watch?v=VAO5geOPUwI,UgyF5xgsmOXvkEp6owh4AaABAg.AWEMP4i3_6AAWGogqphSG_,UgxVeNz_ZIuEoZwMhHh4AaABAg,@ayuki3781,@birvlogizleyicisi,Cidden bu kız ne ara sınava girdi ne ara okul kazandı zengin olunca sınava gerek olmuyor sanırım artık 😂,3,4 gün önce,Evet
https://www.youtube.com/watch?v=VAO5geOPUwI,UgyF5xgsmOXvkEp6owh4AaABAg.AWEMP4i3_6AAWGp8lASWor,UgxVeNz_ZIuEoZwMhHh4AaABAg,@eslemkaya1295,@birvlogizleyicisi,Yurt disinda tip okuyacakti oranin sinavina girmistir,3,4 gün önce,Evet
https://www.youtube.com/watch?v=VAO5geOPUwI,UgxE2DODbdMdLrcWzax4AaABAg,,@SevalGünvar,,Mental sağlığıma o kadar iyi geliyorsunuz ki anlatamam diye bi yorum okudum. Gerçekten bu videoların bu etkisi var ya. Öne çıkarılması gereken bir özellik🫶🏻,0,6 gün önce (düzenlendi),Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgylxB86CVSq0ej9dOJ4AaABAg,,@abikafandakurbavarr,,bu adamın omuzlar gitgide sisiyor mu bana mı oyle geliyor aydınlatın la beni,5,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgyAaEz3mmO4k9sNExN4AaABAg,,@Busenur19,,Cemile ablanın mutfağına hoşgeldiniz 🫶🏼😁,2,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,Ugz4RSrV6vAwh9hPkOt4AaABAg,,@mustafadag4293,,HADİ BİR 500K OLALIM ARKADAŞLAAAR!,4,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgyUdGCbBQ2Bfc4I9CN4AaABAg,,@hukukkazandimlan,,artik yemek yerken izlemeyecegim gulmekten bogazima kaciyor,2,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgwTBM_tH5rngvmNXD94AaABAg,,@merbesucuk,,28:00 gecen hafta(gecen ay),4,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgxN-QOQDECLQ0yObjd4AaABAg,,@ConnorTK,,"İçerik olarak, BKM Mutfak da oluşturulmuş karakterleri konuk alıp onlarla birlikte yemek yapmak çok keyifli ve dikkat çekici bir konsept olabilir.",1,1 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,Ugw4yb0ByTlIWEp9oE94AaABAg,,@MonaCruaw,,helal olsun incii,3,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgxbUb_7uYR6qSEaQYx4AaABAg,,@ZehraCukur,,Hastayken tam bir ilac olan video❤,2,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgxChE5roIl51UCbqgx4AaABAg,,@Selens_97,,No304 ekibiyle açık mutfak gelsin artık nolurrrr,3,5 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgyDgCELocvmoAKK_0Z4AaABAg,,@gulsahalgan,,"Bir Adana'lı olarak ilk defa makarnamızın övüldüğünü duydum, şakınım :)",1,1 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgxDiWz_p71RQ_3CRpR4AaABAg,,@izuma1tap,,HOCAM Bİ MİKFORON TAKSANİZ COK İYİ OLUR YA SES DAHA İYİ GELİR,6,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgyOyuQCQ4xd5ck5G9d4AaABAg,,@MahirSeyfullayev-122,,1:54 cemile abla minyon gibi durdu çok tatlı❤,1,1 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,Ugw-EZnljjvE3UdjOEN4AaABAg,,@adsoyad_00,,Ömer'i de bekliyoruz 😊,3,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgyTdJaYOcDY_6gPsqN4AaABAg,,@Azraismim,,Bu ekibi görünce kesin Cemile ile uğraşıcaklar dedim,2,5 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,Ugw6DwRlZhGqDjmeOIJ4AaABAg,,@orijinaltürevfasikülü,,İnanmıyorum İnci hangi ülkeye gidecek 😭😭😭😭,6,6 gün önce (düzenlendi),Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,Ugykb3m7qK2GikgqBwh4AaABAg,,@Elif_Acar_7,,Atakan ve cemilenin videosunu 2-3 kere izledim cok eglenceliler hele cemilenin gida muhendisi olmasi videoya renk katmis bolumde cok eglenceliydi ama gozumuz inciyi aradi 💕,0,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,Ugz9yc1--VXhIksJ1I14AaABAg,,@semanurekinci8192,,Bu kim ya o kadar uzun zaman oldu unuttum programı,3,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgzGc75yCC1lbX8Bp0d4AaABAg,,@DnzLalin,,5:19 evett Karaman ❤,0,17 saat önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgyG1fNjU67HW6JWSqR4AaABAg,,@sinan7019,,5:20 cemileye tebrikler bilgisiyle ortamdaki cehaleti dağıtmış :D,5,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgxDiWz_p71RQ_3CRpR4AaABAg.AWC7h4dMqdEAWE3TvuGmUA,UgyG1fNjU67HW6JWSqR4AaABAg,@Emre2-t8j,@sinan7019,aynısını yazdım bunu gördüm =),0,5 gün önce,Evet
https://www.youtube.com/watch?v=VAO5geOPUwI,UgyG1fNjU67HW6JWSqR4AaABAg.AWC-BsUZS0MAWC07U8BcWH,UgyG1fNjU67HW6JWSqR4AaABAg,@AyseOz-ze1zh,@sinan7019,Çünkü o bır gıda mühendisi😅😂 lafı gectımı daha ızlemedım ama çok güzel programa başlamışlar🎉🎉🎉,1,6 gün önce,Evet
https://www.youtube.com/watch?v=VAO5geOPUwI,UgyG1fNjU67HW6JWSqR4AaABAg.AWC-BsUZS0MAWC65yfDH9h,UgyG1fNjU67HW6JWSqR4AaABAg,@sinan7019,@sinan7019,​​ @AyseOz-ze1zh onu bilmiyordum ne güzel baya sempatik bir kadın,0,6 gün önce (düzenlendi),Evet
https://www.youtube.com/watch?v=VAO5geOPUwI,Ugz43PkRcY9lXlhF1S14AaABAg,,@hukukkazandimlan,,izleyecek bi seyler bulamiyorum bizi vlogla bari reisim ya,2,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgxaO8A5yKtsgAkj3st4AaABAg,,@songulgogus4103,,Açık mutfak gelmiş hemde arabaş çorbası ooo.Açık mutfagı özlemiştik sizi seviyorum💛🎉,6,6 gün önce (düzenlendi),Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgxJngWPGcK5CkoffGZ4AaABAg,,@meltemcolakogullari,,Arabaşını Cemile yaptı diyebiliriz :) eline sağlık cemile 🥰😀,0,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgydAfiHlvTHB5MRO4B4AaABAg,,@trabzonlufındık61,,İnci abla neden yok kac haftadır😓🥀,3,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgzSlDg0nQHq18vPTIF4AaABAg,,@osmanokur8983,,"Yemek yapılıyooorrrr 
Ara ara ara 😂😂😂😂
Ordan geliyor diyor ahahahahahahaha ulan Emre yaaaaa seni anlayıp gülmek apayrı bi olay cidden 😂😂😂 seviliyosun kral 🎉",1,4 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgxaMHeLpTELOisESYR4AaABAg,,@MERYEMYıldırım-e5u,,Abi sırada ebru abla gelsin,3,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,Ugyjr8SZ9svKiQ_TGcR4AaABAg,,@Sumeyye-w6c,,Her insanın Emre gibi arkadaşı olması lazım bence çok sempatik yaa eşşeekk❤,1,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,Ugz98jL0WhcBq55IJvh4AaABAg,,@haticee_sn,,Henüz üniversite sınavı olmadı diye biliyorum inci nasıl istediği okulu kazanmış oluyor 🤔,23,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,Ugzj0772GrDCGDXRr154AaABAg,,@Akuatuce,,Eski televizyon programları sıcaklığını verebilen tek kanal...,0,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,Ugwj9Q9WbJ9sCyyqIpR4AaABAg,,@paranınkaynağınerdenhocam,,Bir Yozgatlı olarak dört gözle izlicem,8,6 gün önce (düzenlendi),Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgzV0cvDo9EiJFh1A_p4AaABAg,,@ZamanQehremanov,,Atakanın gelib bir şey yapmayıb sadece bakması peki 😂,1,4 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgxgKxTch8lM3zhMSV94AaABAg,,@mustafadag4293,,"Hala neden tiramisu yapılmıyor diyenler KOŞARAK EZGİ İLE OLAN BÖLÜMÜ İZLEYİP LİKELASIN
🥲",3,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgwwQH6s2VfaJwHA9YN4AaABAg,,@yucurtalısumuk,,video bitmesin diye 0.50x’te izleyecektim nerdeyse,1,6 gün önce,Hayır
https://www.youtube.com/watch?v=VAO5geOPUwI,UgwUu3PSuzvT5YfgLpZ4AaABAg,,@abdussametkayaaslan,,Arabaşı Yozgat'indir,3,6 gün önce,Hayır
