Video Kaynağı,Yorum ID,Üst Yorum ID,Yorum Yapan Kişi,Yanıtlanan Kişi,Yorum Metni,Beğeni Sayısı,Tarih,Yanıt Mı?
https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgyL_HdyHLkRzWhQTT94AaABAg,,@burcutopuz6962,,O kadar güldüm ki yaaa bi yorum daha ❤❤❤😂🎉🎉🎉,0,2 gün önce,Hayır
https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgymUmbp0RB3lSqJ2GF4AaABAg,,@saimedemir4535,,"Harika bir programdı, bir şeyler izlerken bu kadar tepki veren bir değilken kendimi sürekli gülerken buldum 👌🏽",1,4 gün önce,Hayır
https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgxwcMtSjj5ZR8ez77R4AaABAg,,@muallagumuser2517,,Karnım ağrıdı 😂😂,0,22 saat önce,Hayır
https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgzNbWzg6WVlRHS_GVN4AaABAg,,@mrl_ss,,"En en en güzel programdı, hiç sardıramadım bir şey kaçıracağım diye :) Enissssssss sana hayranım",0,1 gün önce,Hayır
https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgyxYoEBXJx99kTkdWR4AaABAg,,@ssevvalimsibisey16,,Asırı samimi sıcak bi program olmus bayildimmm Enis Arıkana ❤,0,20 saat önce,Hayır
https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgzrNO-YoydXgIWLwRV4AaABAg,,@ojelimatematikbukethoca,,Enis sana bayılıyorum yaaaa,0,2 saat önce,Hayır
https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgyCB-559_vHoSKzXdN4AaABAg,,@elifonal7605,,İlk defa bir videoyu hızlıya almadan izledim. Bu nasıl enerji. Melis harikasın ZATEN seni bugun sevmedik. Enis müthişsinn.,0,1 gün önce,Hayır
https://www.youtube.com/watch?v=2Ne1D3dIJ5M,Ugx4R3tuKLitPPWmgxl4AaABAg,,@aysenurcanpolat4499,,Bu bölümde herkes melis gibi gülmüştür:),0,2 gün önce,Hayır
https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgygNMecC_DDJGI8icN4AaABAg,,@EsmaUslu-i9p,,"Bugüne kadar gelen tüm konukları silip süpüren inalımaz komik tatlı bi adam @enisarıkan……❤
Çok güldüm çok güzel bi kaç saatti….🙏🏻🙏🏻❤️❤️❤️😂😂😂😂",0,15 saat önce,Hayır
https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgxRW-AGSXmSi1Ju-8F4AaABAg,,@ElifYeşil-m7n,,Hayatımda ilk  kez sanırım youtube'da her hangi bir şeye yorum yapıyorum. Uzun zamandır bu kadar çok gülmemiştim. En iyi zaten showdu.,1,3 gün önce,Hayır
https://www.youtube.com/watch?v=2Ne1D3dIJ5M,Ugyf72BnWDXbupAUzHd4AaABAg,,@damlasoydas-dv6ls,,enn güzel ve komik bölüm,0,2 gün önce,Hayır
https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgzAnYRo2_g7w-O67Rx4AaABAg,,@beennce,,Enis abiyi gördüğüm gibi atladım videoya💃🏼💙💙,1,4 gün önce,Hayır
https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgymUmbp0RB3lSqJ2GF4AaABAg.AWH-3v6hzQCAWH6J2D_nbI,UgzAnYRo2_g7w-O67Rx4AaABAg,@kelebeketkisi3,@beennce,+1,1,4 gün önce,Evet
https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgxChI9eiseT1voVSTl4AaABAg,,@hiratoptas1551,,Offff ÇOKK İYİ ÇOOOK YAAA,0,21 saat önce,Hayır
https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgzSDzMoCxVHFb2JqOl4AaABAg,,@Esrasagliikk,,Melisin programını izlerken hiç bu kadar güldüğümü hatırlamıyorum. Herkese teşekkürler🥳😂❤️,1,3 gün önce,Hayır
https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgzXRQSAXF6djbc3YKB4AaABAg,,@Emsarve,,Bugün en çok size güldüm ya mükemmeldi ❤,0,3 gün önce,Hayır
